month,zipcode,avg_response_hours
2024-05,10006,215.46
2024-05,10007,239.2
2024-05,10009,421.89
2024-05,10010,496.21
2024-05,10011,493.69
2024-05,10012,515.76
2024-05,10013,316.65
2024-05,10014,355.03
2024-05,10016,490.13
2024-05,10017,498.97
2024-05,10018,428.82
2024-05,10019,526.95
2024-05,10020,1698.23
2024-05,10021,819.12
2024-05,10022,540.73
2024-05,10023,649.17
2024-05,10024,573.41
2024-05,10025,632.48
2024-05,10026,323.74
2024-05,10027,488.18
2024-05,10028,708.25
2024-05,10029,274.61
2024-05,10030,565.18
2024-05,10031,471.55
2024-05,10032,279.86
2024-05,10033,257.95
2024-05,10034,190.74
2024-05,10035,239.43
2024-05,10036,482.8
2024-05,10037,233.83
2024-05,10038,416.55
2024-05,10039,342.43
2024-05,10040,224.13
2024-05,10041,283.11
2024-05,10044,274.25
2024-05,10045,-1.18
2024-05,10048,716.35
2024-05,10055,0.0
2024-05,10065,587.79
2024-05,10069,128.35
2024-05,10075,519.45
2024-05,10103,2358.06
2024-05,10105,701.14
2024-05,10106,141.57
2024-05,10110,-2.35
2024-05,10111,514.43
2024-05,10112,1176.76
2024-05,10115,0.48
2024-05,10118,9.8
2024-05,10119,1076.09
2024-05,10120,199.91
2024-05,10121,1002.64
2024-05,10122,742.06
2024-05,10123,519.37
2024-05,10128,481.48
2024-05,10151,3857.77
2024-05,10152,1.59
2024-05,10153,5099.65
2024-05,10154,20.86
2024-05,10158,-1.16
2024-05,10162,1065.93
2024-05,10165,3645.2
2024-05,10167,2.94
2024-05,10168,53.27
2024-05,10169,29.28
2024-05,10170,46.01
2024-05,10172,2451.4
2024-05,10173,4389.45
2024-05,10174,-5.72
2024-05,10175,912.59
2024-05,10271,-2.01
2024-05,10278,0.58
2024-05,10279,-0.47
2024-05,10280,204.31
2024-05,10281,643.54
2024-05,10282,174.05
2024-05,10301,298.7
2024-05,10302,331.13
2024-05,10303,279.74
2024-05,10304,401.08
2024-05,10305,340.39
2024-05,10306,676.2
2024-05,10307,541.47
2024-05,10308,638.57
2024-05,10309,361.24
2024-05,10310,465.99
2024-05,10312,494.58
2024-05,10314,497.68
2024-05,10451,456.25
2024-05,10452,213.08
2024-05,10453,195.29
2024-05,10454,232.27
2024-05,10455,336.85
2024-05,10456,164.26
2024-05,10457,185.13
2024-05,10458,234.82
2024-05,10459,267.32
2024-05,10460,215.25
2024-05,10461,259.87
2024-05,10462,227.88
2024-05,10463,226.16
2024-05,10464,238.95
2024-05,10465,252.57
2024-05,10466,201.2
2024-05,10467,204.39
2024-05,10468,175.88
2024-05,10469,266.64
2024-05,10470,116.58
2024-05,10471,280.67
2024-05,10472,233.23
2024-05,10473,204.96
2024-05,10474,239.87
2024-05,10475,228.35
2024-05,11001,628.88
2024-05,11003,28.6
2024-05,11004,1003.74
2024-05,11005,296.89
2024-05,11040,845.47
2024-05,11101,295.28
2024-05,11102,437.45
2024-05,11103,605.84
2024-05,11104,421.62
2024-05,11105,447.43
2024-05,11106,288.85
2024-05,11109,175.4
2024-05,11201,510.75
2024-05,11203,486.85
2024-05,11204,413.32
2024-05,11205,261.81
2024-05,11206,442.78
2024-05,11207,357.95
2024-05,11208,250.85
2024-05,11209,427.77
2024-05,11210,459.8
2024-05,11211,486.01
2024-05,11212,433.15
2024-05,11213,358.63
2024-05,11214,683.18
2024-05,11215,460.3
2024-05,11216,572.18
2024-05,11217,389.04
2024-05,11218,450.29
2024-05,11219,420.77
2024-05,11220,350.1
2024-05,11221,501.11
2024-05,11222,384.83
2024-05,11223,260.94
2024-05,11224,296.43
2024-05,11225,358.68
2024-05,11226,288.66
2024-05,11228,460.04
2024-05,11229,568.04
2024-05,11230,435.93
2024-05,11231,380.15
2024-05,11232,277.84
2024-05,11233,501.91
2024-05,11234,557.85
2024-05,11235,386.67
2024-05,11236,390.87
2024-05,11237,297.39
2024-05,11238,442.14
2024-05,11239,58.06
2024-05,11241,2507.52
2024-05,11242,505.42
2024-05,11249,501.09
2024-05,11251,0.74
2024-05,11354,416.94
2024-05,11355,360.27
2024-05,11356,270.06
2024-05,11357,395.69
2024-05,11358,498.4
2024-05,11359,179.12
2024-05,11360,306.24
2024-05,11361,385.05
2024-05,11362,698.2
2024-05,11363,774.13
2024-05,11364,356.44
2024-05,11365,393.37
2024-05,11366,232.04
2024-05,11367,326.57
2024-05,11368,200.74
2024-05,11369,371.56
2024-05,11370,365.81
2024-05,11371,1315.97
2024-05,11372,356.76
2024-05,11373,246.22
2024-05,11374,234.67
2024-05,11375,505.05
2024-05,11377,232.28
2024-05,11378,170.68
2024-05,11379,548.91
2024-05,11385,383.63
2024-05,11411,386.28
2024-05,11412,412.87
2024-05,11413,540.14
2024-05,11414,643.44
2024-05,11415,584.47
2024-05,11416,281.29
2024-05,11417,319.22
2024-05,11418,364.2
2024-05,11419,575.19
2024-05,11420,369.81
2024-05,11421,193.6
2024-05,11422,389.98
2024-05,11423,431.81
2024-05,11426,528.42
2024-05,11427,570.0
2024-05,11428,271.88
2024-05,11429,423.88
2024-05,11430,1876.14
2024-05,11432,289.0
2024-05,11433,306.86
2024-05,11434,382.68
2024-05,11435,317.13
2024-05,11436,370.66
2024-05,11520,746.02
2024-05,1155,783.31
2024-05,11581,791.52
2024-05,11691,324.7
2024-05,11692,288.63
2024-05,11693,188.43
2024-05,11694,535.77
2024-05,11697,80.1
2024-05,11714,735.76
2024-05,11743,687.31
2024-05,11791,383.35
2024-05,11798,0.74
2024-05,12345,-9.51
2024-05,13850,30.06
2024-05,14580,741.0
2024-05,19428,1656.38
2024-05,33021,746.97
2024-05,3361,1407.81
2024-05,33614,743.33
2024-05,37068,1622.78
2024-05,48125,762.97
2024-05,55433,739.96
2024-05,84117,789.83
2024-05,85252,26.77
2024-05,92108,745.98
2024-05,ALL,374.47
2024-06,00000,71.48
2024-06,07078,735.43
2024-06,08050,1370.18
2024-06,08527,767.99
2024-06,10000,508.79
2024-06,10001,543.22
2024-06,10002,375.45
2024-06,10003,808.13
2024-06,10004,101.01
2024-06,10005,214.0
2024-06,10006,133.23
2024-06,10007,213.19
2024-06,10009,433.38
2024-06,10010,577.79
2024-06,10011,326.89
2024-06,10012,584.55
2024-06,10013,635.15
2024-06,10014,519.96
2024-06,10016,573.78
2024-06,10017,489.92
2024-06,10018,399.87
2024-06,10019,510.48
2024-06,10020,1492.04
2024-06,10021,760.56
2024-06,10022,683.66
2024-06,10023,670.08
2024-06,10024,422.39
2024-06,10025,584.19
2024-06,10026,285.37
2024-06,10027,460.93
2024-06,10028,481.16
2024-06,10029,210.45
2024-06,10030,257.86
2024-06,10031,203.94
2024-06,10032,234.07
2024-06,10033,208.44
2024-06,10034,120.07
2024-06,10035,281.55
2024-06,10036,568.94
2024-06,10037,330.82
2024-06,10038,286.7
2024-06,10039,303.95
2024-06,10040,137.27
2024-06,10041,1394.05
2024-06,10044,284.88
2024-06,10045,24.65
2024-06,10048,25.77
2024-06,10065,540.95
2024-06,10069,135.1
2024-06,10075,553.94
2024-06,10103,3611.86
2024-06,10105,2254.03
2024-06,10106,32.38
2024-06,10107,104.8
2024-06,10110,-1.95
2024-06,10112,1674.25
2024-06,10115,0.46
2024-06,10118,6.48
2024-06,10119,2138.22
2024-06,10120,-1.89
2024-06,10121,1226.36
2024-06,10123,924.84
2024-06,10128,442.3
2024-06,10151,1403.26
2024-06,10153,3259.17
2024-06,10158,0.31
2024-06,10162,2678.46
2024-06,10165,2179.72
2024-06,10166,51.03
2024-06,10168,620.62
2024-06,10169,36.36
2024-06,10172,1.78
2024-06,10173,5.37
2024-06,10174,1.06
2024-06,10175,2074.12
2024-06,10176,0.81
2024-06,10177,1163.01
2024-06,10178,-5.1
2024-06,10179,0.89
2024-06,10271,1.46
2024-06,10278,49.7
2024-06,10279,2181.58
2024-06,10280,414.89
2024-06,10281,533.93
2024-06,10282,167.06
2024-06,10301,346.07
2024-06,10302,512.8
2024-06,10303,369.09
2024-06,10304,391.22
2024-06,10305,338.63
2024-06,10306,568.18
2024-06,10307,384.08
2024-06,10308,463.82
2024-06,10309,209.67
2024-06,10310,389.93
2024-06,10312,443.9
2024-06,10314,425.36
2024-06,10451,249.16
2024-06,10452,173.44
2024-06,10453,190.27
2024-06,10454,316.59
2024-06,10455,275.76
2024-06,10456,170.72
2024-06,10457,163.31
2024-06,10458,204.16
2024-06,10459,244.37
2024-06,10460,189.3
2024-06,10461,278.18
2024-06,10462,217.86
2024-06,10463,247.03
2024-06,10464,189.08
2024-06,10465,199.87
2024-06,10466,123.01
2024-06,10467,190.8
2024-06,10468,147.33
2024-06,10469,251.64
2024-06,10470,150.17
2024-06,10471,166.36
2024-06,10472,193.94
2024-06,10473,212.76
2024-06,10474,146.29
2024-06,10475,273.04
2024-06,10550,786.56
2024-06,11001,570.64
2024-06,11004,892.19
2024-06,11005,113.1
2024-06,11040,763.72
2024-06,11101,298.6
2024-06,11102,387.27
2024-06,11103,635.19
2024-06,11104,423.87
2024-06,11105,444.88
2024-06,11106,423.57
2024-06,11109,83.88
2024-06,11201,545.22
2024-06,11203,408.23
2024-06,11204,514.22
2024-06,11205,240.14
2024-06,11206,379.71
2024-06,11207,335.63
2024-06,11208,368.54
2024-06,11209,449.7
2024-06,11210,635.69
2024-06,11211,518.91
2024-06,11212,648.86
2024-06,11213,330.87
2024-06,11214,367.83
2024-06,11215,662.3
2024-06,11216,509.77
2024-06,11217,423.82
2024-06,11218,506.23
2024-06,11219,398.52
2024-06,11220,546.5
2024-06,11221,403.39
2024-06,11222,439.42
2024-06,11223,394.97
2024-06,11224,284.73
2024-06,11225,314.49
2024-06,11226,343.5
2024-06,11228,628.41
2024-06,11229,465.23
2024-06,11230,569.59
2024-06,11231,245.02
2024-06,11232,335.83
2024-06,11233,411.09
2024-06,11234,701.09
2024-06,11235,456.04
2024-06,11236,377.0
2024-06,11237,316.55
2024-06,11238,406.95
2024-06,11239,56.57
2024-06,11241,0.8
2024-06,11242,30.06
2024-06,11249,458.83
2024-06,11251,48.15
2024-06,11354,265.91
2024-06,11355,387.93
2024-06,11356,284.33
2024-06,11357,551.52
2024-06,11358,591.67
2024-06,11359,55.27
2024-06,11360,428.84
2024-06,11361,603.74
2024-06,11362,464.35
2024-06,11363,487.47
2024-06,11364,516.14
2024-06,11365,648.41
2024-06,11366,136.71
2024-06,11367,502.62
2024-06,11368,219.65
2024-06,11369,442.32
2024-06,11370,325.25
2024-06,11371,24.73
2024-06,11372,441.95
2024-06,11373,316.02
2024-06,11374,454.27
2024-06,11375,459.49
2024-06,11377,290.55
2024-06,11378,195.9
2024-06,11379,595.69
2024-06,11385,418.22
2024-06,11411,687.84
2024-06,11412,508.83
2024-06,11413,413.97
2024-06,11414,606.13
2024-06,11415,419.36
2024-06,11416,267.14
2024-06,11417,330.12
2024-06,11418,253.22
2024-06,11419,422.29
2024-06,11420,373.13
2024-06,11421,172.76
2024-06,11422,607.08
2024-06,11423,411.88
2024-06,11426,677.22
2024-06,11427,250.75
2024-06,11428,337.84
2024-06,11429,396.16
2024-06,11430,1942.61
2024-06,11432,242.44
2024-06,11433,502.83
2024-06,11434,415.16
2024-06,11435,371.0
2024-06,11436,404.93
2024-06,11691,368.0
2024-06,11692,298.24
2024-06,11693,253.31
2024-06,11694,442.62
2024-06,11695,60.16
2024-06,11697,292.54
2024-06,11780,746.63
2024-06,11791,379.54
2024-06,12345,26.7
2024-06,17110,739.6
2024-06,18642,47.7
2024-06,33614,744.75
2024-06,40202,760.89
2024-06,63045,1623.2
2024-06,84058,736.31
2024-06,89156,23.28
2024-06,ALL,368.83
2024-07,0000,1.4
2024-07,00000,30.6
2024-07,00083,1.83
2024-07,08690,1057.75
2024-07,10000,345.62
2024-07,10001,340.73
2024-07,10002,243.24
2024-07,10003,429.81
2024-07,10004,103.17
2024-07,10005,88.64
2024-07,10006,26.39
2024-07,10007,212.13
2024-07,10009,337.62
2024-07,10010,427.23
2024-07,10011,312.03
2024-07,10012,419.34
2024-07,10013,326.17
2024-07,10014,352.3
2024-07,10016,277.84
2024-07,10017,370.25
2024-07,10018,463.08
2024-07,10019,432.62
2024-07,10020,405.34
2024-07,10021,388.0
2024-07,10022,602.51
2024-07,10023,372.94
2024-07,10024,393.31
2024-07,10025,533.47
2024-07,10026,273.73
2024-07,10027,301.75
2024-07,10028,359.38
2024-07,10029,161.89
2024-07,10030,202.92
2024-07,10031,206.7
2024-07,10032,390.57
2024-07,10033,329.44
2024-07,10034,130.16
2024-07,10035,251.4
2024-07,10036,533.98
2024-07,10037,387.98
2024-07,10038,209.57
2024-07,10039,320.29
2024-07,10040,185.76
2024-07,10041,214.83
2024-07,10044,219.02
2024-07,10045,49.06
2024-07,10048,38.47
2024-07,10055,173.2
2024-07,10065,351.86
2024-07,10069,371.03
2024-07,10075,247.54
2024-07,10080,-10.6
2024-07,10103,2851.3
2024-07,10105,929.96
2024-07,10106,104.48
2024-07,10107,21.73
2024-07,10110,1.56
2024-07,10111,54.76
2024-07,10112,1437.92
2024-07,10115,1117.12
2024-07,10118,685.62
2024-07,10119,237.11
2024-07,10120,0.74
2024-07,10121,924.96
2024-07,10123,33.41
2024-07,10128,275.26
2024-07,10151,0.87
2024-07,10152,1.29
2024-07,10153,2152.15
2024-07,10154,11.01
2024-07,10155,1621.71
2024-07,10158,0.25
2024-07,10162,79.5
2024-07,10165,1434.03
2024-07,10166,12.11
2024-07,10167,23.01
2024-07,10168,548.74
2024-07,10169,53.35
2024-07,10170,550.64
2024-07,10172,448.47
2024-07,10173,144.62
2024-07,10174,36.7
2024-07,10175,1.03
2024-07,10176,0.68
2024-07,10178,791.7
2024-07,10179,17.67
2024-07,10271,1.55
2024-07,10278,11.58
2024-07,10279,0.67
2024-07,10280,109.05
2024-07,10281,115.14
2024-07,10282,238.11
2024-07,10301,296.32
2024-07,10302,324.78
2024-07,10303,266.93
2024-07,10304,304.35
2024-07,10305,288.0
2024-07,10306,394.58
2024-07,10307,441.25
2024-07,10308,483.8
2024-07,10309,228.41
2024-07,10310,331.48
2024-07,10312,328.38
2024-07,10314,433.0
2024-07,10451,306.46
2024-07,10452,159.15
2024-07,10453,208.5
2024-07,10454,181.92
2024-07,10455,193.64
2024-07,10456,191.79
2024-07,10457,200.45
2024-07,10458,189.39
2024-07,10459,202.77
2024-07,10460,217.76
2024-07,10461,288.46
2024-07,10462,292.89
2024-07,10463,251.23
2024-07,10464,259.26
2024-07,10465,215.72
2024-07,10466,132.71
2024-07,10467,226.3
2024-07,10468,149.61
2024-07,10469,199.34
2024-07,10470,226.32
2024-07,10471,180.9
2024-07,10472,172.1
2024-07,10473,166.83
2024-07,10474,270.26
2024-07,10475,244.55
2024-07,10577,21.78
2024-07,10956,-1.61
2024-07,11001,790.34
2024-07,11004,881.25
2024-07,11005,370.8
2024-07,11010,786.17
2024-07,11040,925.56
2024-07,11101,293.87
2024-07,11102,477.19
2024-07,11103,375.14
2024-07,11104,647.76
2024-07,11105,542.73
2024-07,11106,330.85
2024-07,11109,93.74
2024-07,11201,572.53
2024-07,11203,373.16
2024-07,11204,575.69
2024-07,11205,360.98
2024-07,11206,314.72
2024-07,11207,329.89
2024-07,11208,260.14
2024-07,11209,364.12
2024-07,11210,420.8
2024-07,11211,404.79
2024-07,11212,368.73
2024-07,11213,317.52
2024-07,11214,320.6
2024-07,11215,848.55
2024-07,11216,400.26
2024-07,11217,451.72
2024-07,11218,396.51
2024-07,11219,419.82
2024-07,11220,404.38
2024-07,11221,312.16
2024-07,11222,408.69
2024-07,11223,315.62
2024-07,11224,245.85
2024-07,11225,364.52
2024-07,11226,323.06
2024-07,11228,431.45
2024-07,11229,685.83
2024-07,11230,462.37
2024-07,11231,319.43
2024-07,11232,282.38
2024-07,11233,343.46
2024-07,11234,417.34
2024-07,11235,544.68
2024-07,11236,345.28
2024-07,11237,384.23
2024-07,11238,448.96
2024-07,11239,32.15
2024-07,11242,30.44
2024-07,11249,431.35
2024-07,11251,15.12
2024-07,11354,340.52
2024-07,11355,352.83
2024-07,11356,382.62
2024-07,11357,504.48
2024-07,11358,667.79
2024-07,11359,137.12
2024-07,11360,503.36
2024-07,11361,517.55
2024-07,11362,807.97
2024-07,11363,393.58
2024-07,11364,588.38
2024-07,11365,382.44
2024-07,11366,137.43
2024-07,11367,431.69
2024-07,11368,191.88
2024-07,11369,386.46
2024-07,11370,347.51
2024-07,11371,983.72
2024-07,11372,303.6
2024-07,11373,272.36
2024-07,11374,474.85
2024-07,11375,408.86
2024-07,11377,277.26
2024-07,11378,218.09
2024-07,11379,367.52
2024-07,11385,440.21
2024-07,11411,445.88
2024-07,11412,312.85
2024-07,11413,546.88
2024-07,11414,414.43
2024-07,11415,431.99
2024-07,11416,274.0
2024-07,11417,357.37
2024-07,11418,310.12
2024-07,11419,563.84
2024-07,11420,430.44
2024-07,11421,170.56
2024-07,11422,563.07
2024-07,11423,375.29
2024-07,11426,860.26
2024-07,11427,515.3
2024-07,11428,886.14
2024-07,11429,447.22
2024-07,11430,1775.84
2024-07,11432,188.33
2024-07,11433,333.25
2024-07,11434,307.26
2024-07,11435,280.84
2024-07,11436,254.82
2024-07,11691,356.04
2024-07,11692,295.66
2024-07,11693,288.63
2024-07,11694,784.54
2024-07,11697,255.76
2024-07,11747,789.6
2024-07,11767,786.57
2024-07,19013,735.61
2024-07,19034,745.43
2024-07,35244,738.17
2024-07,38153,784.86
2024-07,55439,840.41
2024-07,77491,97.37
2024-07,84043,24.69
2024-07,84117,793.43
2024-07,91356,745.86
2024-07,91744,768.61
2024-07,ALL,331.96
2024-08,02062,788.23
2024-08,07660,47.8
2024-08,10000,390.5
2024-08,10001,400.09
2024-08,10002,365.1
2024-08,10003,362.48
2024-08,10004,129.78
2024-08,10005,322.91
2024-08,10006,142.52
2024-08,10007,146.81
2024-08,10009,277.53
2024-08,10010,348.53
2024-08,10011,292.8
2024-08,10012,333.14
2024-08,10013,323.01
2024-08,10014,308.17
2024-08,10016,407.87
2024-08,10017,474.68
2024-08,10018,203.68
2024-08,10019,423.77
2024-08,10020,1220.7
2024-08,10021,389.39
2024-08,10022,481.92
2024-08,10023,572.55
2024-08,10024,331.45
2024-08,10025,412.55
2024-08,10026,258.67
2024-08,10027,296.66
2024-08,10028,392.34
2024-08,10029,194.3
2024-08,10030,204.29
2024-08,10031,185.93
2024-08,10032,182.48
2024-08,10033,179.97
2024-08,10034,147.29
2024-08,10035,225.65
2024-08,10036,328.3
2024-08,10037,337.75
2024-08,10038,331.7
2024-08,10039,235.34
2024-08,10040,135.78
2024-08,10041,11.95
2024-08,10044,322.89
2024-08,10045,194.89
2024-08,10065,305.71
2024-08,10069,210.88
2024-08,10075,333.85
2024-08,10080,-10.72
2024-08,10103,1369.98
2024-08,10105,141.82
2024-08,10107,4.9
2024-08,10110,1.44
2024-08,10111,1268.88
2024-08,10112,-10.71
2024-08,10115,25.28
2024-08,10118,174.27
2024-08,10119,1849.72
2024-08,10120,-1.29
2024-08,10121,1109.0
2024-08,10123,1.58
2024-08,10128,281.46
2024-08,10151,1.81
2024-08,10152,22.04
2024-08,10153,2625.57
2024-08,10154,4.47
2024-08,10158,0.27
2024-08,10162,0.0
2024-08,10165,7.38
2024-08,10167,0.05
2024-08,10168,977.83
2024-08,10169,83.17
2024-08,10170,2.01
2024-08,10171,1857.11
2024-08,10172,750.91
2024-08,10173,75.37
2024-08,10174,1193.72
2024-08,10176,4.31
2024-08,10178,624.68
2024-08,10271,-2.07
2024-08,10278,31.42
2024-08,10279,74.4
2024-08,10280,513.39
2024-08,10281,247.88
2024-08,10282,134.78
2024-08,10301,305.26
2024-08,10302,341.9
2024-08,10303,293.97
2024-08,10304,341.59
2024-08,10305,318.92
2024-08,10306,396.36
2024-08,10307,277.8
2024-08,10308,507.5
2024-08,10309,202.85
2024-08,10310,519.53
2024-08,10312,355.26
2024-08,10314,398.77
2024-08,10451,228.91
2024-08,10452,247.17
2024-08,10453,209.18
2024-08,10454,183.51
2024-08,10455,183.53
2024-08,10456,201.64
2024-08,10457,181.16
2024-08,10458,215.83
2024-08,10459,257.31
2024-08,10460,185.56
2024-08,10461,487.91
2024-08,10462,248.45
2024-08,10463,197.25
2024-08,10464,316.83
2024-08,10465,231.1
2024-08,10466,123.81
2024-08,10467,248.35
2024-08,10468,175.6
2024-08,10469,271.34
2024-08,10470,205.62
2024-08,10471,203.79
2024-08,10472,197.02
2024-08,10473,174.69
2024-08,10474,240.58
2024-08,10475,231.67
2024-08,11001,692.4
2024-08,11004,614.1
2024-08,11005,1.41
2024-08,11010,738.29
2024-08,11021,72.09
2024-08,11040,339.44
2024-08,11101,256.57
2024-08,11102,392.16
2024-08,11103,293.35
2024-08,11104,405.74
2024-08,11105,503.49
2024-08,11106,291.38
2024-08,11109,197.91
2024-08,11201,311.6
2024-08,11203,327.51
2024-08,11204,362.14
2024-08,11205,228.41
2024-08,11206,299.22
2024-08,11207,262.37
2024-08,11208,235.89
2024-08,11209,394.4
2024-08,11210,368.62
2024-08,11211,372.9
2024-08,11212,250.64
2024-08,11213,280.9
2024-08,11214,284.36
2024-08,11215,418.95
2024-08,11216,266.51
2024-08,11217,329.88
2024-08,11218,381.34
2024-08,11219,333.79
2024-08,11220,349.58
2024-08,11221,287.42
2024-08,11222,293.06
2024-08,11223,355.64
2024-08,11224,194.96
2024-08,11225,284.4
2024-08,11226,240.04
2024-08,11228,403.34
2024-08,11229,385.13
2024-08,11230,352.99
2024-08,11231,361.76
2024-08,11232,214.99
2024-08,11233,258.9
2024-08,11234,402.51
2024-08,11235,262.23
2024-08,11236,285.36
2024-08,11237,228.14
2024-08,11238,306.12
2024-08,11239,49.21
2024-08,11241,3.43
2024-08,11242,1.52
2024-08,11249,384.74
2024-08,11354,284.98
2024-08,11355,304.55
2024-08,11356,214.14
2024-08,11357,398.8
2024-08,11358,493.75
2024-08,11359,592.6
2024-08,11360,426.72
2024-08,11361,316.55
2024-08,11362,561.12
2024-08,11363,437.85
2024-08,11364,436.19
2024-08,11365,389.51
2024-08,11366,169.84
2024-08,11367,420.46
2024-08,11368,186.82
2024-08,11369,319.56
2024-08,11370,300.22
2024-08,11371,322.86
2024-08,11372,219.48
2024-08,11373,196.9
2024-08,11374,259.78
2024-08,11375,281.6
2024-08,11377,251.06
2024-08,11378,172.07
2024-08,11379,444.84
2024-08,11385,336.35
2024-08,11411,479.65
2024-08,11412,282.98
2024-08,11413,352.35
2024-08,11414,655.38
2024-08,11415,323.27
2024-08,11416,275.54
2024-08,11417,288.9
2024-08,11418,234.96
2024-08,11419,384.89
2024-08,11420,322.51
2024-08,11421,229.16
2024-08,11422,475.13
2024-08,11423,359.62
2024-08,11426,742.64
2024-08,11427,475.73
2024-08,11428,328.57
2024-08,11429,404.96
2024-08,11430,1463.59
2024-08,11432,213.2
2024-08,11433,305.8
2024-08,11434,299.72
2024-08,11435,269.65
2024-08,11436,361.55
2024-08,11542,738.29
2024-08,11561,50.11
2024-08,11590,308.68
2024-08,11691,234.53
2024-08,11692,322.96
2024-08,11693,198.62
2024-08,11694,499.73
2024-08,11695,2711.2
2024-08,11697,108.49
2024-08,11706,770.42
2024-08,11716,793.99
2024-08,11749,50.99
2024-08,12065,494.03
2024-08,14215,735.86
2024-08,17111,786.21
