month,zipcode,avg_response_hours
2024-08,19082,31.04
2024-08,28201,787.93
2024-08,46250,736.98
2024-08,50613,737.2
2024-08,61265,744.29
2024-08,75065,784.9
2024-08,89113,742.93
2024-08,ALL,287.87
2024-09,10000,384.86
2024-09,10001,305.73
2024-09,10002,210.1
2024-09,10003,298.15
2024-09,10004,66.82
2024-09,10005,144.14
2024-09,10006,66.95
2024-09,10007,188.41
2024-09,10009,224.21
2024-09,10010,308.75
2024-09,10011,289.44
2024-09,10012,236.79
2024-09,10013,143.86
2024-09,10014,203.42
2024-09,10016,449.32
2024-09,10017,258.91
2024-09,10018,227.03
2024-09,10019,239.78
2024-09,10020,871.53
2024-09,10021,522.97
2024-09,10022,386.17
2024-09,10023,363.55
2024-09,10024,199.18
2024-09,10025,265.37
2024-09,10026,176.56
2024-09,10027,186.97
2024-09,10028,315.29
2024-09,10029,170.31
2024-09,10030,172.11
2024-09,10031,143.79
2024-09,10032,163.69
2024-09,10033,158.78
2024-09,10034,111.51
2024-09,10035,174.74
2024-09,10036,240.9
2024-09,10037,213.7
2024-09,10038,202.98
2024-09,10039,187.82
2024-09,10040,100.45
2024-09,10041,14.46
2024-09,10044,322.08
2024-09,10045,1.16
2024-09,10048,25.65
2024-09,10065,292.83
2024-09,10069,107.35
2024-09,10075,427.5
2024-09,10080,1.97
2024-09,10103,545.5
2024-09,10105,935.39
2024-09,10106,316.74
2024-09,10107,33.9
2024-09,10110,5.0
2024-09,10111,338.62
2024-09,10112,454.13
2024-09,10115,1.12
2024-09,10118,1.22
2024-09,10119,377.82
2024-09,10120,195.82
2024-09,10121,550.63
2024-09,10123,1.37
2024-09,10128,214.59
2024-09,10151,14.72
2024-09,10152,1851.71
2024-09,10153,1849.0
2024-09,10154,18.18
2024-09,10155,0.36
2024-09,10158,0.14
2024-09,10162,24.83
2024-09,10165,0.65
2024-09,10166,1.59
2024-09,10167,42.86
2024-09,10168,195.13
2024-09,10169,196.64
2024-09,10170,0.29
2024-09,10171,-6.87
2024-09,10172,587.55
2024-09,10173,1028.6
2024-09,10174,200.38
2024-09,10175,1.43
2024-09,10176,-3.01
2024-09,10178,-10.21
2024-09,10271,20.72
2024-09,10278,591.06
2024-09,10279,13.03
2024-09,10280,382.62
2024-09,10281,19.04
2024-09,10282,79.16
2024-09,10301,239.7
2024-09,10302,370.02
2024-09,10303,330.35
2024-09,10304,222.05
2024-09,10305,333.28
2024-09,10306,434.61
2024-09,10307,364.91
2024-09,10308,536.79
2024-09,10309,306.76
2024-09,10310,251.98
2024-09,10312,320.3
2024-09,10314,341.03
2024-09,10451,176.77
2024-09,10452,163.2
2024-09,10453,164.83
2024-09,10454,182.12
2024-09,10455,176.3
2024-09,10456,152.97
2024-09,10457,165.07
2024-09,10458,169.9
2024-09,10459,180.06
2024-09,10460,160.05
2024-09,10461,214.26
2024-09,10462,236.35
2024-09,10463,153.48
2024-09,10464,240.0
2024-09,10465,213.78
2024-09,10466,24.23
2024-09,10467,164.31
2024-09,10468,155.51
2024-09,10469,249.71
2024-09,10470,169.64
2024-09,10471,194.09
2024-09,10472,184.33
2024-09,10473,136.33
2024-09,10474,146.61
2024-09,10475,171.76
2024-09,10803,166.08
2024-09,11001,489.63
2024-09,11004,568.63
2024-09,11005,25.65
2024-09,11040,401.76
2024-09,11101,199.52
2024-09,11102,394.31
2024-09,11103,191.12
2024-09,11104,284.13
2024-09,11105,302.23
2024-09,11106,381.2
2024-09,11109,41.26
2024-09,11201,275.9
2024-09,11203,239.1
2024-09,11204,315.9
2024-09,11205,156.69
2024-09,11206,245.75
2024-09,11207,205.79
2024-09,11208,188.79
2024-09,11209,274.15
2024-09,11210,276.26
2024-09,11211,336.42
2024-09,11212,178.07
2024-09,11213,245.05
2024-09,11214,186.36
2024-09,11215,339.03
2024-09,11216,233.88
2024-09,11217,257.26
2024-09,11218,268.25
2024-09,11219,239.97
2024-09,11220,279.71
2024-09,11221,217.07
2024-09,11222,201.06
2024-09,11223,254.38
2024-09,11224,136.34
2024-09,11225,204.78
2024-09,11226,197.22
2024-09,11228,321.9
2024-09,11229,557.44
2024-09,11230,256.14
2024-09,11231,335.73
2024-09,11232,111.13
2024-09,11233,225.09
2024-09,11234,213.51
2024-09,11235,177.88
2024-09,11236,181.7
2024-09,11237,214.02
2024-09,11238,226.95
2024-09,11239,35.78
2024-09,11241,22.16
2024-09,11249,460.52
2024-09,11354,321.68
2024-09,11355,310.61
2024-09,11356,182.84
2024-09,11357,286.44
2024-09,11358,329.55
2024-09,11359,50.04
2024-09,11360,257.21
2024-09,11361,283.56
2024-09,11362,454.87
2024-09,11363,748.84
2024-09,11364,341.28
2024-09,11365,349.55
2024-09,11366,116.73
2024-09,11367,286.75
2024-09,11368,156.95
2024-09,11369,248.34
2024-09,11370,290.03
2024-09,11371,24.88
2024-09,11372,265.22
2024-09,11373,178.58
2024-09,11374,238.73
2024-09,11375,173.26
2024-09,11377,190.41
2024-09,11378,157.27
2024-09,11379,288.87
2024-09,11385,315.87
2024-09,11411,290.38
2024-09,11412,248.64
2024-09,11413,328.86
2024-09,11414,545.73
2024-09,11415,318.81
2024-09,11416,224.1
2024-09,11417,235.77
2024-09,11418,169.35
2024-09,11419,425.07
2024-09,11420,264.96
2024-09,11421,164.86
2024-09,11422,324.58
2024-09,11423,275.5
2024-09,11426,423.88
2024-09,11427,377.47
2024-09,11428,299.31
2024-09,11429,345.78
2024-09,11430,879.4
2024-09,11432,163.23
2024-09,11433,184.14
2024-09,11434,246.05
2024-09,11435,162.16
2024-09,11436,182.98
2024-09,11580,746.86
2024-09,11590,737.1
2024-09,11691,225.71
2024-09,11692,154.34
2024-09,11693,327.35
2024-09,11694,373.02
2024-09,11697,158.65
2024-09,11743,96.53
2024-09,12345,9.22
2024-09,12747,738.64
2024-09,15212,746.6
2024-09,18508,26.99
2024-09,29603,745.34
2024-09,49204,406.36
2024-09,92108,743.53
2024-09,ALL,220.4
2024-10,00083,0.62
2024-10,07002,74.03
2024-10,07080,927.97
2024-10,07470,745.59
2024-10,10000,649.41
2024-10,10001,299.27
2024-10,10002,198.29
2024-10,10003,306.43
2024-10,10004,98.48
2024-10,10005,210.61
2024-10,10006,69.99
2024-10,10007,135.12
2024-10,10009,255.99
2024-10,10010,275.98
2024-10,10011,304.22
2024-10,10012,213.37
2024-10,10013,161.06
2024-10,10014,222.03
2024-10,10016,346.31
2024-10,10017,263.44
2024-10,10018,227.58
2024-10,10019,239.06
2024-10,10020,626.43
2024-10,10021,535.07
2024-10,10022,333.74
2024-10,10023,809.61
2024-10,10024,240.29
2024-10,10025,239.38
2024-10,10026,184.93
2024-10,10027,261.22
2024-10,10028,232.03
2024-10,10029,210.5
2024-10,10030,218.69
2024-10,10031,150.04
2024-10,10032,266.66
2024-10,10033,173.58
2024-10,10034,119.42
2024-10,10035,216.17
2024-10,10036,297.54
2024-10,10037,271.68
2024-10,10038,176.11
2024-10,10039,209.72
2024-10,10040,145.24
2024-10,10041,192.96
2024-10,10044,371.18
2024-10,10065,195.34
2024-10,10069,47.88
2024-10,10075,363.47
2024-10,10103,552.62
2024-10,10105,967.86
2024-10,10107,8.48
2024-10,10110,195.32
2024-10,10111,14.41
2024-10,10112,2533.4
2024-10,10118,2.33
2024-10,10119,7.99
2024-10,10120,1.03
2024-10,10121,873.33
2024-10,10123,12.57
2024-10,10128,242.92
2024-10,10151,1036.78
2024-10,10153,1487.27
2024-10,10154,5.48
2024-10,10155,553.82
2024-10,10158,0.62
2024-10,10162,15.41
2024-10,10165,0.0
2024-10,10167,1.49
2024-10,10168,233.18
2024-10,10169,267.86
2024-10,10170,699.15
2024-10,10171,308.0
2024-10,10172,2809.73
2024-10,10173,4.72
2024-10,10174,-3.95
2024-10,10175,-10.21
2024-10,10176,0.54
2024-10,10177,46.71
2024-10,10178,4.99
2024-10,10271,781.5
2024-10,10278,6.07
2024-10,10279,158.49
2024-10,10280,757.43
2024-10,10281,20.42
2024-10,10282,111.44
2024-10,10301,209.29
2024-10,10302,169.01
2024-10,10303,224.61
2024-10,10304,199.25
2024-10,10305,223.66
2024-10,10306,446.92
2024-10,10307,194.41
2024-10,10308,379.94
2024-10,10309,143.27
2024-10,10310,182.94
2024-10,10312,268.7
2024-10,10314,286.19
2024-10,10451,286.51
2024-10,10452,155.39
2024-10,10453,171.04
2024-10,10454,201.23
2024-10,10455,200.48
2024-10,10456,188.5
2024-10,10457,168.78
2024-10,10458,177.89
2024-10,10459,222.75
2024-10,10460,188.74
2024-10,10461,167.55
2024-10,10462,167.09
2024-10,10463,156.25
2024-10,10464,405.68
2024-10,10465,177.34
2024-10,10466,39.86
2024-10,10467,181.9
2024-10,10468,137.14
2024-10,10469,173.12
2024-10,10470,166.6
2024-10,10471,226.19
2024-10,10472,182.6
2024-10,10473,157.47
2024-10,10474,217.44
2024-10,10475,110.26
2024-10,10502,1025.61
2024-10,10523,744.05
2024-10,10704,736.37
2024-10,11001,244.91
2024-10,11004,436.48
2024-10,11005,4.8
2024-10,11010,112.77
2024-10,11021,-10.98
2024-10,11040,304.7
2024-10,11101,207.9
2024-10,11102,368.79
2024-10,11103,223.03
2024-10,11104,251.23
2024-10,11105,278.14
2024-10,11106,289.53
2024-10,11109,78.13
2024-10,11201,207.19
2024-10,11203,204.71
2024-10,11204,221.56
2024-10,11205,182.56
2024-10,11206,275.66
2024-10,11207,207.33
2024-10,11208,222.44
2024-10,11209,186.24
2024-10,11210,241.85
2024-10,11211,273.77
2024-10,11212,263.04
2024-10,11213,185.7
2024-10,11214,192.72
2024-10,11215,293.71
2024-10,11216,400.18
2024-10,11217,207.71
2024-10,11218,234.48
2024-10,11219,196.98
2024-10,11220,196.83
2024-10,11221,187.03
2024-10,11222,217.12
2024-10,11223,203.77
2024-10,11224,154.63
2024-10,11225,189.34
2024-10,11226,185.21
2024-10,11228,454.96
2024-10,11229,233.02
2024-10,11230,186.66
2024-10,11231,265.82
2024-10,11232,161.3
2024-10,11233,224.21
2024-10,11234,243.09
2024-10,11235,196.12
2024-10,11236,166.74
2024-10,11237,186.08
2024-10,11238,304.32
2024-10,11239,38.65
2024-10,11241,2.77
2024-10,11242,214.68
2024-10,11249,274.07
2024-10,11251,1.68
2024-10,11354,287.3
2024-10,11355,242.86
2024-10,11356,133.37
2024-10,11357,220.97
2024-10,11358,268.03
2024-10,11359,147.06
2024-10,11360,247.29
2024-10,11361,334.94
2024-10,11362,296.81
2024-10,11363,379.52
2024-10,11364,202.56
2024-10,11365,286.29
2024-10,11366,98.28
2024-10,11367,499.57
2024-10,11368,140.77
2024-10,11369,254.27
2024-10,11370,253.2
2024-10,11371,1339.58
2024-10,11372,193.11
2024-10,11373,201.87
2024-10,11374,142.19
2024-10,11375,184.46
2024-10,11377,212.54
2024-10,11378,168.77
2024-10,11379,247.46
2024-10,11385,377.89
2024-10,11411,261.49
2024-10,11412,252.33
2024-10,11413,297.11
2024-10,11414,1218.42
2024-10,11415,225.41
2024-10,11416,403.26
2024-10,11417,314.89
2024-10,11418,177.76
2024-10,11419,762.66
2024-10,11420,553.11
2024-10,11421,156.44
2024-10,11422,204.61
2024-10,11423,227.29
2024-10,11426,339.05
2024-10,11427,343.27
2024-10,11428,308.22
2024-10,11429,351.71
2024-10,11430,904.68
2024-10,11432,184.83
2024-10,11433,156.21
2024-10,11434,244.35
2024-10,11435,224.57
2024-10,11436,220.93
2024-10,11550,168.41
2024-10,11691,239.08
2024-10,11692,218.73
2024-10,11693,169.08
2024-10,11694,411.65
2024-10,11697,170.05
2024-10,11704,2185.23
2024-10,11706,740.55
2024-10,11788,50.26
2024-10,11803,3123.35
2024-10,12345,1.31
2024-10,18508,14.59
2024-10,37072,807.04
2024-10,84020,742.8
2024-10,ALL,229.1
2024-11,00083,0.48
2024-11,02062,737.29
2024-11,10000,1131.04
2024-11,10001,203.61
2024-11,10002,254.26
2024-11,10003,429.81
2024-11,10004,57.8
2024-11,10005,235.09
2024-11,10006,132.4
2024-11,10007,87.1
2024-11,10009,353.68
2024-11,10010,283.31
2024-11,10011,347.39
2024-11,10012,212.84
2024-11,10013,198.51
2024-11,10014,282.5
2024-11,10016,664.32
2024-11,10017,269.14
2024-11,10018,338.37
2024-11,10019,273.81
2024-11,10020,151.86
2024-11,10021,375.82
2024-11,10022,389.26
2024-11,10023,1712.2
2024-11,10024,261.63
2024-11,10025,337.89
2024-11,10026,293.21
2024-11,10027,280.22
2024-11,10028,355.1
2024-11,10029,256.33
2024-11,10030,252.53
2024-11,10031,250.37
2024-11,10032,293.66
2024-11,10033,208.0
2024-11,10034,232.78
2024-11,10035,401.96
2024-11,10036,493.51
2024-11,10037,466.56
2024-11,10038,188.3
2024-11,10039,249.75
2024-11,10040,314.71
2024-11,10041,0.62
2024-11,10044,739.8
2024-11,10045,-2.44
2024-11,10048,-2.83
2024-11,10065,336.51
2024-11,10069,147.04
2024-11,10075,270.24
2024-11,10103,646.25
2024-11,10105,1475.17
2024-11,10106,250.2
2024-11,10107,0.07
2024-11,10110,1140.49
2024-11,10111,766.83
2024-11,10112,526.25
2024-11,10115,33.62
2024-11,10118,331.98
2024-11,10119,700.85
2024-11,10120,12.98
2024-11,10121,751.56
2024-11,10123,1015.19
2024-11,10128,308.29
2024-11,10151,2001.55
2024-11,10153,1231.05
2024-11,10154,3368.62
2024-11,10158,201.96
2024-11,10162,99.92
2024-11,10168,13.56
2024-11,10169,310.35
2024-11,10170,35.56
2024-11,10171,-4.33
2024-11,10172,105.3
2024-11,10174,96.14
2024-11,10175,2.0
2024-11,10176,6.91
2024-11,10177,22.03
2024-11,10178,374.47
2024-11,10179,95.26
2024-11,10271,144.94
2024-11,10278,0.48
2024-11,10279,47.51
2024-11,10280,1190.99
2024-11,10281,18.05
2024-11,10282,128.32
2024-11,10301,177.93
2024-11,10302,279.88
2024-11,10303,168.75
2024-11,10304,220.35
2024-11,10305,208.02
2024-11,10306,303.69
2024-11,10307,204.4
2024-11,10308,332.96
2024-11,10309,200.27
2024-11,10310,188.0
2024-11,10312,207.53
2024-11,10314,346.76
2024-11,10451,284.32
2024-11,10452,225.82
2024-11,10453,278.49
2024-11,10454,222.15
2024-11,10455,263.49
2024-11,10456,213.08
2024-11,10457,194.27
2024-11,10458,260.01
2024-11,10459,285.42
2024-11,10460,240.99
2024-11,10461,190.09
2024-11,10462,204.62
2024-11,10463,149.38
2024-11,10464,317.34
2024-11,10465,185.3
2024-11,10466,40.18
2024-11,10467,233.6
2024-11,10468,208.02
2024-11,10469,184.28
2024-11,10470,170.43
2024-11,10471,370.32
2024-11,10472,218.33
2024-11,10473,204.91
2024-11,10474,224.21
2024-11,10475,235.46
2024-11,10573,1616.31
2024-11,10580,69.04
2024-11,10710,768.56
2024-11,11001,523.71
2024-11,11004,333.91
2024-11,11040,57.98
2024-11,11042,24.98
2024-11,11101,160.74
2024-11,11102,334.76
2024-11,11103,217.09
2024-11,11104,258.81
2024-11,11105,298.45
2024-11,11106,289.62
2024-11,11109,295.08
2024-11,11201,203.2
2024-11,11203,227.84
2024-11,11204,216.39
2024-11,11205,156.5
2024-11,11206,249.41
2024-11,11207,285.27
2024-11,11208,199.47
2024-11,11209,214.16
2024-11,11210,244.34
2024-11,11211,319.55
2024-11,11212,260.75
2024-11,11213,235.01
2024-11,11214,156.75
2024-11,11215,476.25
2024-11,11216,277.95
2024-11,11217,191.8
2024-11,11218,421.84
2024-11,11219,214.16
2024-11,11220,253.67
2024-11,11221,270.31
2024-11,11222,221.04
2024-11,11223,179.04
2024-11,11224,155.6
2024-11,11225,193.33
2024-11,11226,204.3
2024-11,11228,211.39
2024-11,11229,211.97
2024-11,11230,201.57
2024-11,11231,168.51
2024-11,11232,185.46
2024-11,11233,265.59
2024-11,11234,257.77
2024-11,11235,183.28
2024-11,11236,147.58
2024-11,11237,243.18
2024-11,11238,386.27
2024-11,11239,43.13
2024-11,11241,729.7
2024-11,11249,345.7
2024-11,11251,50.97
2024-11,11354,231.32
2024-11,11355,244.6
2024-11,11356,118.9
2024-11,11357,252.79
2024-11,11358,296.49
2024-11,11359,24.81
2024-11,11360,230.61
2024-11,11361,196.71
2024-11,11362,213.99
2024-11,11363,224.82
2024-11,11364,212.82
2024-11,11365,198.11
2024-11,11366,142.87
2024-11,11367,247.68
2024-11,11368,206.1
2024-11,11369,264.86
2024-11,11370,251.77
2024-11,11371,1015.24
2024-11,11372,194.53
2024-11,11373,223.18
2024-11,11374,140.11
2024-11,11375,218.96
2024-11,11377,160.88
2024-11,11378,172.2
2024-11,11379,231.07
2024-11,11385,194.32
2024-11,11411,194.41
2024-11,11412,316.11
2024-11,11413,260.66
2024-11,11414,2245.37
2024-11,11415,328.3
2024-11,11416,260.56
2024-11,11417,775.12
2024-11,11418,328.1
2024-11,11419,806.01
2024-11,11420,422.29
2024-11,11421,156.85
2024-11,11422,270.52
2024-11,11423,309.36
2024-11,11426,309.48
2024-11,11427,219.1
2024-11,11428,293.87
2024-11,11429,311.6
2024-11,11430,1082.25
2024-11,11432,204.46
2024-11,11433,218.4
2024-11,11434,285.35
2024-11,11435,249.58
2024-11,11436,197.32
2024-11,11552,746.1
2024-11,11576,122.17
2024-11,11577,139.99
2024-11,11691,234.61
2024-11,11692,304.27
2024-11,11693,218.56
2024-11,11694,202.79
2024-11,11695,-3.16
2024-11,11697,90.76
2024-11,1172,226.36
2024-11,11801,745.57
2024-11,12345,1.86
2024-11,12528,737.87
2024-11,33496,1413.75
2024-11,40031,912.69
2024-11,55439,384.45
2024-11,75262,903.82
2024-11,92660,745.76
2024-11,ALL,259.17
2024-12,00083,0.37
2024-12,10000,1534.94
2024-12,10001,334.34
2024-12,10002,359.42
2024-12,10003,397.11
2024-12,10004,52.38
2024-12,10005,110.04
2024-12,10006,254.56
2024-12,10007,197.31
2024-12,10009,393.76
2024-12,10010,434.53
2024-12,10011,253.38
2024-12,10012,226.97
2024-12,10013,297.37
2024-12,10014,206.55
2024-12,10016,885.38
2024-12,10017,358.45
2024-12,10018,307.05
2024-12,10019,331.79
2024-12,10020,193.91
2024-12,10021,420.5
2024-12,10022,493.47
2024-12,10023,1885.92
2024-12,10024,310.89
2024-12,10025,450.71
2024-12,10026,377.47
2024-12,10027,375.34
2024-12,10028,403.73
2024-12,10029,395.73
2024-12,10030,323.69
2024-12,10031,323.02
2024-12,10032,353.92
2024-12,10033,283.09
2024-12,10034,253.05
2024-12,10035,408.32
2024-12,10036,488.88
2024-12,10037,528.3
2024-12,10038,226.26
2024-12,10039,393.88
2024-12,10040,364.85
2024-12,10041,8.83
2024-12,10044,1339.11
2024-12,10045,654.24
2024-12,10048,-0.75
2024-12,10055,28.47
2024-12,10065,451.14
2024-12,10069,162.4
2024-12,10075,373.97
2024-12,10103,3519.31
2024-12,10105,716.6
2024-12,10106,574.84
2024-12,10110,-2.12
2024-12,10111,1906.11
2024-12,10112,40.94
2024-12,10115,23.58
2024-12,10118,20.58
2024-12,10119,52.84
2024-12,10120,163.96
2024-12,10121,460.41
2024-12,10123,-1.44
2024-12,10128,390.68
2024-12,10151,70.25
2024-12,10152,640.9
2024-12,10153,1065.97
2024-12,10154,1.62
2024-12,10158,669.95
2024-12,10162,8.1
2024-12,10165,692.74
2024-12,10167,-11.15
2024-12,10168,299.2
2024-12,10169,18.76
2024-12,10170,-10.18
2024-12,10171,-10.8
2024-12,10172,0.94
2024-12,10173,0.65
2024-12,10174,7.85
2024-12,10175,0.55
2024-12,10176,-0.21
2024-12,10178,736.12
2024-12,10271,0.81
2024-12,10278,19.61
2024-12,10279,0.52
2024-12,10280,1987.39
2024-12,10281,262.38
2024-12,10282,217.88
2024-12,10301,172.88
2024-12,10302,172.66
2024-12,10303,194.92
2024-12,10304,156.28
2024-12,10305,153.49
2024-12,10306,212.15
2024-12,10307,91.18
2024-12,10308,148.94
2024-12,10309,87.98
2024-12,10310,170.15
2024-12,10312,139.1
2024-12,10314,230.83
2024-12,10400,15.57
2024-12,10451,274.08
2024-12,10452,225.13
2024-12,10453,240.46
2024-12,10454,270.24
2024-12,10455,249.44
2024-12,10456,213.23
2024-12,10457,246.75
2024-12,10458,242.32
2024-12,10459,276.85
2024-12,10460,256.98
2024-12,10461,201.78
2024-12,10462,227.15
2024-12,10463,178.01
2024-12,10464,282.47
2024-12,10465,166.33
2024-12,10466,38.17
2024-12,10467,227.26
2024-12,10468,214.04
2024-12,10469,216.19
2024-12,10470,177.48
2024-12,10471,269.5
2024-12,10472,218.38
2024-12,10473,196.43
2024-12,10474,302.26
2024-12,10475,252.31
2024-12,10583,745.16
2024-12,11001,186.93
2024-12,11004,288.12
2024-12,11005,287.88
2024-12,11040,51.78
2024-12,11101,166.49
2024-12,11102,272.98
2024-12,11103,134.55
2024-12,11104,441.85
2024-12,11105,155.15
2024-12,11106,163.67
2024-12,11109,213.65
2024-12,11201,154.49
2024-12,11203,206.86
2024-12,11204,187.85
2024-12,11205,138.66
2024-12,11206,269.2
2024-12,11207,245.22
2024-12,11208,153.12
2024-12,11209,186.43
2024-12,11210,243.65
2024-12,11211,275.97
2024-12,11212,250.16
2024-12,11213,227.17
2024-12,11214,171.0
2024-12,11215,212.85
2024-12,11216,283.21
2024-12,11217,160.51
2024-12,11218,145.47
2024-12,11219,212.04
2024-12,11220,209.26
2024-12,11221,324.99
2024-12,11222,206.38
2024-12,11223,153.04
2024-12,11224,174.03
2024-12,11225,204.95
2024-12,11226,238.67
2024-12,11228,180.71
2024-12,11229,140.88
2024-12,11230,194.62
2024-12,11231,117.86
2024-12,11232,172.89
2024-12,11233,262.17
2024-12,11234,183.0
2024-12,11235,146.78
2024-12,11236,144.58
2024-12,11237,281.79
2024-12,11238,335.42
2024-12,11239,47.05
2024-12,11242,97.35
2024-12,11249,240.09
2024-12,11354,211.98
2024-12,11355,282.59
2024-12,11356,206.7
2024-12,11357,134.89
2024-12,11358,210.26
2024-12,11359,94.19
2024-12,11360,115.48
2024-12,11361,209.79
2024-12,11362,192.97
2024-12,11363,212.62
2024-12,11364,200.07
2024-12,11365,157.72
2024-12,11366,49.24
2024-12,11367,250.39
2024-12,11368,184.04
2024-12,11369,259.27
2024-12,11370,163.6
2024-12,11372,158.06
2024-12,11373,218.75
2024-12,11374,200.01
2024-12,11375,126.03
2024-12,11377,166.66
2024-12,11378,98.07
2024-12,11379,134.99
2024-12,11385,186.84
2024-12,11411,193.31
2024-12,11412,209.78
2024-12,11413,225.79
2024-12,11414,1978.7
2024-12,11415,320.3
2024-12,11416,130.51
2024-12,11417,305.52
2024-12,11418,182.34
2024-12,11419,953.13
2024-12,11420,258.22
2024-12,11421,94.77
2024-12,11422,241.92
2024-12,11423,239.96
2024-12,11426,152.08
2024-12,11427,150.17
2024-12,11428,301.97
2024-12,11429,447.73
2024-12,11430,1530.26
2024-12,11432,151.5
2024-12,11433,281.85
2024-12,11434,224.62
2024-12,11435,176.12
2024-12,11436,153.8
2024-12,11501,737.2
2024-12,11691,252.72
2024-12,11692,348.64
2024-12,11693,300.74
2024-12,11694,271.9
2024-12,11697,447.51
2024-12,11704,740.52
2024-12,11767,54.19
2024-12,11791,746.11
2024-12,12345,293.96
2024-12,55439,792.36
2024-12,72712,72.53
2024-12,77491,18.32
2024-12,90051,1032.93
2024-12,ALL,249.05
2024-12,Unkno,745.93
